***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Column 13,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,1600,,,,,,Start Wavelength (nm):,1600,,,,,,,
End Wavelength (nm):,2400,,,,,,End Wavelength (nm):,2400,,,,,,,
Pattern Width (nm):,9,,,,,,Pattern Width (nm):,9,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,30,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,32,(FixedPGA),,,,,PGA Gain:,32,(FixedPGA),,,,,,
System Temp (C):,34.95,,,,,,System Temp (C):,34.64,,,,,,,
Humidity (%):,45.61,,,,,,Humidity (%):,45.87,,,,,,,
Lamp ADC:,No Built-In Lamp,,,,,,Lamp ADC:,No Built-In Lamp,,,,,,,
Data Date-Time:,2024/08/12T11:25:59,,,,,,Data Date-Time:,2024/08/12T11:21:46,,,,,,,
Total Measurement Time in sec:,8.8791473,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-F320,,,,,,Shift Vector Coefficients:,-13.16504,0.115654,-0.000253331,,,,,
Serial Number:,C11FP001,(95UB118G01VC11FP001),,,,,Pixel to Wavelength Coefficients:,2448.50639205426,-0.776432367151677,-0.000271852860897438,,,,,
GUI Version:,3.12.5,Revision:,718,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,5.1.1,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.3.1,,,,,,Total Time(hh:mm:ss):,10hr 22min 49sec ,,,,,,,
UUID:,DE:67:0C:88:67:70:83:21,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,O,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,N,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
1813.0964613073,1.33557946811487,992389,45825
1817.64192352722,1.32613680704608,962823,45437
1821.04531128209,1.32612105254671,942319,44471
1824.44380568545,1.32766937517724,923994,43451
1828.9675196765,1.32446256284131,899845,42629
1832.3545962597,1.33231221782633,880556,40968
1836.86308649054,1.33157448371294,852433,39727
1840.23874525359,1.33456673150168,831946,38506
1844.73201172422,1.35188426998139,806431,35866
1848.09625266711,1.35547343586206,789908,34842
1852.57429537753,1.37468877887814,769860,32488
1855.92711850026,1.40161405150713,756044,29987
1859.2750482715,1.43010290343462,743605,27621
1863.73134275304,1.48052256145648,730015,24144
1867.06785470412,1.53406175253268,716412,20946
1871.50892542546,1.60439109008226,699585,17396
1874.83401955638,1.6866434528673,689208,14181
1879.25986651751,1.8101377337445,680800,10541
1882.57354282827,1.99285361096883,678247,6895
1886.98416602918,2.14341795209627,671437,4826
1890.28642451979,2.30311771794214,665190,3310
1893.5837896589,2.48313307144714,657945,2163
1897.97266463095,2.45496669657789,648842,2276
1901.2586119499,2.6872650021871,641476,1318
1905.63226316173,2.52758703255576,638215,1894
1908.90679266053,2.7285369354165,637989,1192
1913.26522011215,2.83679457933879,637298,928
1916.52833179079,2.92566939520826,639604,759
1920.8715354822,2.55501845191233,639985,1783
1924.12322934068,2.7903129122955,641721,1040
1928.45120927188,2.73862054856466,645854,1179
1931.6914853102,2.74373129591566,649065,1171
1934.92686799703,2.78712870762161,652959,1066
1939.23309969936,2.55989868862176,656655,1809
1942.45706456603,3.0641031573487,660660,570
1946.74807250815,2.85287147148037,667033,936
1949.96061955466,2.90390481681237,673262,840
1954.23640373657,2.62086084161968,681263,1631
1957.43753296292,2.80227138223358,686910,1083
1961.69809338462,2.72696896075869,695419,1304
1964.88780479081,2.72326907536209,702739,1329
1968.07262284551,2.68522948731972,709203,1464
1972.31143503834,2.66742883429571,720245,1549
1975.48483527288,2.7931626031537,727931,1172
1979.7084237055,2.76815460198432,737038,1257
1982.87040611988,2.73863018899221,745022,1360
1987.07877079229,2.70961512152144,752726,1469
1990.22933538652,2.6590835895837,757167,1660
1994.42247629871,2.67338651855428,766491,1626
1997.56162307278,2.85093779867713,773329,1090
2000.69587649535,2.93175655002857,781093,914
2004.86726917868,2.7783218835049,791711,1319
2007.99010478109,2.63535269404015,798527,1849
2012.14627370421,3.00307511998752,808706,803
2015.25769148646,2.71499687684835,815029,1571
2019.39863664937,2.54411643394206,825742,2359
2022.49863661147,2.57023875363828,834927,2246
2026.62435801416,2.69121774701909,844785,1720
2029.7129401561,2.64535029356443,850709,1925
2032.79662894655,2.57586659900842,854855,2270
2036.90060212037,2.42065941319521,859824,3264
2039.97287309066,2.36515452873459,864464,3729
2044.06162250427,2.40435390426045,870258,3430
2047.1224756544,2.43794181578019,874445,3190
2051.1960013078,2.47453615074458,889589,2983
2054.24543663777,2.43971908957095,896197,3256
2058.30373853096,2.37360337524937,888301,3758
2061.34175604078,2.29137661543375,894886,4575
2065.38483417376,2.33511478004631,919182,4249
2068.41143386342,2.25699815229631,919667,5089
2071.43314020158,2.19675616961025,914600,5814
2075.45447010569,2.1859609769107,924984,6028
2078.46475862369,2.19999574809487,932859,5886
2082.47086476759,2.12248660846918,933912,7044
2085.46973546543,2.06347441003784,936780,8094
2089.46061784912,2.06412278481921,933775,8056
2092.44807072681,2.02730243654418,934436,8775
2096.42372935029,2.02067260854459,940835,8971
2099.39976440782,1.96688148319417,943070,10178
2102.37090611385,1.97563793298866,943085,9975
2106.32481650846,1.93023398477133,947742,11129
2109.28454039434,1.91599785989967,945529,11473
2113.22322702873,1.87435154728564,944655,12616
2116.17153309445,1.8576922122958,946936,13141
2120.09499596864,1.84949443572932,945988,13378
2123.0318842142,1.82112908262843,948046,14312
2126.94012332817,1.81468826756914,951320,14576
2129.86559375358,1.797183207478,950034,15155
2132.78617082748,1.77144551681397,949722,16075
2136.67266171259,1.75018300855445,953289,16945
2139.58182096634,1.74343593755143,951721,17182
2143.45308809123,1.73326273047584,954035,17632
2146.35082952482,1.71629336060759,954213,18338
2150.20687288951,1.69711750367023,950487,19091
2153.09319650294,1.70127733964781,948526,18870
2156.93401610741,1.68120724592832,945430,19698
2159.80892190069,1.66849969057208,942965,20230
2162.67893434247,1.65610111011472,940842,20769
2166.49800571807,1.64145273280498,938544,21429
2169.35660033969,1.63139255344894,932716,21795
2173.16044795509,1.62960088907187,928322,21782
2176.00762475655,1.61550578447804,927516,22481
2179.79624861173,1.62104910037151,923217,22093
2182.63200759304,1.59143115077498,922192,23626
2186.40540768801,1.60404483383258,919111,22873
2189.22974884916,1.5951178750797,912851,23189
2192.04919665881,1.58056313765105,905568,23788
2195.80084852491,1.57468021306937,897440,23896
2198.60887851441,1.57448507485596,889041,23683
2202.3453066203,1.56024148493862,878629,24186
2205.14191878963,1.55388980125447,871851,24353
2208.86312313531,1.54886418329994,861714,24350
2211.64831748449,1.54039986190779,854626,24625
2215.35429806996,1.55119956850635,847432,23818
2218.12807459898,1.54542525124311,841611,23971
2221.81883142424,1.54443368665113,834157,23813
2224.5811901331,1.55004088175964,831477,23432
2227.33865549047,1.54807091780354,828809,23463
2231.00766408686,1.55279958536055,822634,23036
2233.75371162407,1.5387430847244,818942,23687
2237.40749646025,1.54897525176362,815528,23039
2240.1421261773,1.54614824898142,811151,23065
2243.78068725327,1.55836219699775,805893,22280
2246.50389915016,1.5663840858422,802568,21782
2250.12723646592,1.55257803408997,794517,22260
2252.83903054265,1.565540476552,789059,21457
2255.54593126789,1.56448362985169,785417,21410
2259.14752035478,1.57398221575257,779087,20778
2261.84300325986,1.60201223069245,772875,19324
2265.42936858654,1.59997584521875,766871,19264
2268.11343367146,1.60771281755765,761690,18796
2271.68457523793,1.62034178009583,751498,18013
2274.35722250269,1.64058028016599,742632,16990
2277.91314030895,1.63985819519757,732889,16795
2280.57436975356,1.65181969345707,723795,16136
2283.23070584667,1.63975297060444,715348,16397
2286.76487542405,1.67877656374467,702657,14722
2289.40979369701,1.69341378483288,695643,14092
2292.92873951418,1.70035491584176,685031,13657
2295.56223996698,1.69228060912479,677484,13760
2299.06596202394,1.73579620501161,666213,12241
2301.68804465658,1.71317351404026,658539,12747
2305.17654295333,1.75450965016021,645715,11364
2307.78720776582,1.7684057394349,636613,10851
2310.3929792268,1.78996126500235,627946,10185
2313.85972929468,1.76923817765966,615380,10469
2316.45408293551,1.79281033576322,605083,9750
2319.90560924318,1.79166392312451,591480,9556
2322.48854506385,1.80620384353139,582240,9097
2325.92484761131,1.79769014820419,568364,9056
2328.49636561183,1.86382483920296,557488,7628
2331.91744439907,1.81002990876045,544324,8430
2334.47754457943,1.87024145812629,533521,7193
2337.88339960647,1.88176397385805,519227,6817
2340.43208196667,1.95284199083912,509285,5677
2342.97587097537,1.93726916588299,497838,5752
2346.35997777354,1.96651705094657,484471,5233
2348.89234896208,1.94028853303248,473509,5433
2352.26123200004,2.00496276759387,459420,4542
2354.78218536842,1.98667295988686,448426,4624
2358.13584464617,1.98612009807791,434877,4490
2360.6453801944,2.01218317740044,424647,4129
2363.98381571193,2.0053968748301,412393,4073
2366.48193344001,2.11889018137952,402883,3064
2368.97515781658,2.09876666521102,392173,3124
2372.29184510525,2.12132909481449,379896,2873
2374.77365166167,2.23009689535438,369960,2178
2378.07511519012,2.17411666915529,357471,2394
2380.54550392638,2.28789442217539,346752,1787
2383.83174369462,2.11360251387844,333708,2569
2386.29071461072,2.16544781112213,324060,2214
2389.56173061876,2.28095956365048,311850,1633
2392.0092837147,2.25168998379534,302058,1692
2394.45194345915,2.06278472516962,292467,2531
2397.70121123831,2.08563645976577,280742,2305
2400.1324531626,2.15553090009188,271965,1901
